rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,Date ,Latitude,Longitude
586,POPS Kids,"16,200,000","9,763,592,867",Music,POPS Kids,"3,943",Vietnam,VN,Film,462,2,30,"256,733,000","$64,200.00 ","$1,000,000.00 ","$770,200.00 ","$12,300,000.00 ","200,000",14-Jan-14,14.058324,108.277199
587,Thairath Online,"16,200,000","14,563,841,315",News & Politics,Thairath Online,"244,899",Thailand,TH,News,238,10,14,"224,756,000","$56,200.00 ","$899,000.00 ","$674,300.00 ","$10,800,000.00 ","100,000",27-Sep-10,15.870032,100.992541
588,LEGO,"16,200,000","20,522,339,099",Entertainment,LEGO,"31,889",Singapore,SG,Entertainment,116,1,136,"117,209,000","$29,300.00 ","$468,800.00 ","$351,600.00 ","$5,600,000.00 ","200,000",22-Oct-05,1.352083,103.819836
589,XO TEAM,"16,200,000","14,784,781,923",People & Blogs,XO TEAM Family,189,United States,US,People,"153,622","1,776","1,495","37,911",$9.00 ,$152.00 ,$114.00 ,"$1,800.00 ","1,000",12-Sep-20,37.09024,-95.712891
590,AdMe,"16,200,000","4,488,680,903",Entertainment,Aday Cï¿½ï¿½ï¿½ï¿½ï,10,Spain,ES,Music,"4,048,675","4,228","5,766",4,$0.00 ,$0.00 ,$0.00 ,$0.20 ,0,2-May-06,40.463667,-3.74922
591,ExtraPolinesios,"16,200,000","4,813,127,504",People & Blogs,Extra polinesios,2,NA,NA,People,"3,945,744",NA,"7,359",510,$0.10 ,$2.00 ,$2.00 ,$24.00 ,1,21-Nov-15,nan,nan
592,Dyland PROS,"16,100,000","1,517,638,132",Entertainment,Dyland PROS,"2,805",Indonesia,ID,Games,"6,986",21,41,"9,619,000","$2,400.00 ","$38,500.00 ","$28,900.00 ","$461,700.00 ",0,28-Jan-15,-0.789275,113.921327
593,Live,"16,100,000",0,NA,Live,0,NA,NA,NA,"4,057,944",NA,NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,13-Jan-15,nan,nan
594,Vlad and Niki ARA,"16,100,000","7,399,296,005",NA,Vlad and Niki ARA,510,United States,US,Entertainment,759,141,137,"32,011,000","$8,000.00 ","$128,000.00 ","$96,000.00 ","$1,500,000.00 ","100,000",24-May-19,37.09024,-95.712891
595,Canal IN,"16,100,000","2,687,443,643",People & Blogs,Canal IN,723,Brazil,BR,Entertainment,"3,338",32,137,"13,802,000","$3,500.00 ","$55,200.00 ","$41,400.00 ","$662,500.00 ",0,21-Jul-17,-14.235004,-51.92528
596,TWICE,"16,100,000","5,055,576,881",Music,TWICE,"1,123",NA,NA,Music,"1,343",NA,119,"98,720,000","$24,700.00 ","$394,900.00 ","$296,200.00 ","$4,700,000.00 ","100,000",27-Mar-16,nan,nan
597,Daily Dose Of Internet,"16,100,000","6,872,702,790",Entertainment,Daily Dose Of Internet,671,United States,US,Entertainment,851,140,136,"399,807,000","$100,000.00 ","$1,600,000.00 ","$1,200,000.00 ","$19,200,000.00 ","300,000",15-Jul-15,37.09024,-95.712891
598,FitDance,"16,100,000","7,126,210,721",Music,Fitdance Academy,41,France,FR,Entertainment,"4,006,012","3,726","6,335",780,$0.20 ,$3.00 ,$2.00 ,$37.00 ,4,20-Nov-06,46.227638,2.213749
599,Panda Shorts,"16,100,000","7,155,736,006",NA,Panda Shorts,667,Sweden,SE,Sports,792,2,8,"478,528,000","$119,600.00 ","$1,900,000.00 ","$1,400,000.00 ","$23,000,000.00 ","3,000,000",21-Nov-20,60.128161,18.643501
600,Disney Junior,"16,100,000","15,812,009,296",Entertainment,Disney Junior,"4,045",United States,US,Entertainment,196,140,136,"267,131,000","$66,800.00 ","$1,100,000.00 ","$801,400.00 ","$12,800,000.00 ","300,000",22-Apr-08,37.09024,-95.712891
601,La Rosa de Guadalupe,"16,100,000","9,642,146,451",Entertainment,larosadeguadalupe,0,Mexico,MX,Games,"4,057,944","4,258","7,472",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,3-Sep-08,23.634501,-102.552784
602,sagar kalra (Shorts),"16,000,000","6,543,629,679",People & Blogs,sagar kalra (Shorts),453,NA,NA,People,921,NA,39,"74,062,000","$18,500.00 ","$296,200.00 ","$222,200.00 ","$3,600,000.00 ","200,000",30-Jun-17,nan,nan
603,wifistudy,"16,000,000","3,018,032,423",Education,wifistudy by Unacademy,"52,144",India,IN,Education,"2,855",94,30,"14,287,000","$3,600.00 ","$57,100.00 ","$42,900.00 ","$685,800.00 ",0,26-Jul-14,20.593684,78.96288
604,Antrax,"16,000,000","3,029,872,908",Gaming,Antrax,687,Mexico,MX,Games,"2,844",23,42,"4,698,000","$1,200.00 ","$18,800.00 ","$14,100.00 ","$225,500.00 ",0,25-May-15,23.634501,-102.552784
605,Enes Batur,"16,000,000","9,786,595,271",Gaming,enesbatur,0,NA,NA,Games,"4,057,944",NA,"7,360",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,11,4-Mar-07,nan,nan
606,Totoy kids - Espaï¿½ï,"16,000,000","5,997,599,089",Film & Animation,Totoy kids - Espaï¿½ï,344,Mexico,MX,Film,"1,048",23,31,"112,393,000","$28,100.00 ","$449,600.00 ","$337,200.00 ","$5,400,000.00 ","200,000",7-Sep-17,23.634501,-102.552784
607,ýýýýýýýýýý,"15,900,000","1,845,329,502",People & Blogs,Kung Fu Padla,0,Russia,RU,Games,"4,057,944","3,309","5,665",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10,27-May-17,61.52401,105.318756
608,DopeLyrics,"15,900,000","9,962,188,084",Music,DopeLyrics,"2,035",United States,US,Music,444,142,120,"9,915,000","$2,500.00 ","$39,700.00 ","$29,700.00 ","$475,900.00 ",0,9-Jun-16,37.09024,-95.712891
609,jeffreestar,"15,900,000","2,609,358,468",Howto & Style,jeffreestar,433,United States,US,Howto,"3,474",142,20,"2,006,000",$502.00 ,"$8,000.00 ","$6,000.00 ","$96,300.00 ",0,14-Feb-06,37.09024,-95.712891
610,Lyna,"15,900,000","6,534,326,412",Gaming,Lyna,"4,906",Argentina,AR,Games,919,12,43,"64,085,000","$16,000.00 ","$256,300.00 ","$192,300.00 ","$3,100,000.00 ","200,000",8-Sep-14,-38.416097,-63.616672
611,MK MUSIC,"15,900,000","9,198,986,881",Music,MK MUSIC,"5,105",Brazil,BR,Music,516,33,120,"136,388,000","$34,100.00 ","$545,600.00 ","$409,200.00 ","$6,500,000.00 ","100,000",18-Jan-10,-14.235004,-51.92528
612,Unspeakable,"15,900,000","9,052,367,553",Gaming,Unspeakable,796,United States,US,People,530,142,40,"164,895,000","$41,200.00 ","$659,600.00 ","$494,700.00 ","$7,900,000.00 ","200,000",1-May-16,37.09024,-95.712891
613,Camilo,"15,900,000","6,802,382,479",Music,Camilo,132,Colombia,CO,Music,871,8,120,"59,890,000","$15,000.00 ","$239,600.00 ","$179,700.00 ","$2,900,000.00 ","100,000",29-Jul-10,4.570868,-74.297333
614,Dear Sir,"15,800,000","1,349,288,771",Education,Dear Sir,633,India,IN,Education,"8,066",95,31,"24,056,000","$6,000.00 ","$96,200.00 ","$72,200.00 ","$1,200,000.00 ","200,000",13-Dec-16,20.593684,78.96288
615,Narendra Modi,"15,800,000","3,392,918,989",News & Politics,Narendra Modi,"20,679",India,IN,News,"2,406",96,15,"185,969,000","$46,500.00 ","$743,900.00 ","$557,900.00 ","$8,900,000.00 ","700,000",26-Oct-07,20.593684,78.96288
616,Arif muhammad,"15,800,000","4,122,634,467",People & Blogs,Arif muhammad,542,Indonesia,ID,Comedy,"1,816",22,26,"71,870,000","$18,000.00 ","$287,500.00 ","$215,600.00 ","$3,400,000.00 ","100,000",18-Jan-17,-0.789275,113.921327
617,Rotten Tomatoes Trailers,"15,800,000","13,116,313,599",Film & Animation,Rotten Tomatoes Trailers,"10,441",United States,US,Film,285,143,32,"25,738,000","$6,400.00 ","$103,000.00 ","$77,200.00 ","$1,200,000.00 ","100,000",1-Apr-11,37.09024,-95.712891
618,Volga Video,"15,700,000","9,787,697,838",Film & Animation,Volga Video,"16,874",India,IN,Entertainment,463,97,139,"51,315,000","$12,800.00 ","$205,300.00 ","$153,900.00 ","$2,500,000.00 ",0,23-Mar-12,20.593684,78.96288
619,DM - Desi Melodies,"15,700,000","5,914,071,870",Music,DM - Desi Melodies,79,India,IN,Music,"1,071",97,121,"141,842,000","$35,500.00 ","$567,400.00 ","$425,500.00 ","$6,800,000.00 ","300,000",8-Jul-17,20.593684,78.96288
620,MY FAMILY,"15,700,000","6,153,495,609",NA,My Family,150,Singapore,SG,People,"731,590","1,203","3,244","939,647",$235.00 ,"$3,800.00 ","$2,800.00 ","$45,100.00 ",800,3-Dec-19,1.352083,103.819836
621,Team Films Bhojpuri,"15,700,000","6,626,563,508",Music,Team Films Bhojpuri,"19,703",India,IN,Music,902,97,121,"30,744,000","$7,700.00 ","$123,000.00 ","$92,200.00 ","$1,500,000.00 ",0,18-Jul-14,20.593684,78.96288
622,Zee Music Classic,"15,700,000","5,558,051,295",Music,Zee Music Classic,"1,640",India,IN,Music,"1,174",97,121,"86,450,000","$21,600.00 ","$345,800.00 ","$259,300.00 ","$4,100,000.00 ","100,000",20-May-14,20.593684,78.96288
623,Prime Video India,"15,700,000","8,696,631,898",Entertainment,Prime Video India,"7,090",United States,US,Entertainment,569,144,139,"335,111,000","$83,800.00 ","$1,300,000.00 ","$1,000,000.00 ","$16,100,000.00 ","1,200,000",3-Oct-16,37.09024,-95.712891
624,Caeli YT,"15,600,000","1,511,794,214",Entertainment,Caeli YT,483,Mexico,MX,Entertainment,"7,440",24,140,"62,551,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,22-Sep-10,23.634501,-102.552784
625,Kuplinov ï¿½ï¿½ï¿,"15,600,000","6,862,529,416",Gaming,Kuplinov ï¿½ï¿½ï¿,"6,623",NA,NA,Games,863,NA,44,"98,660,000","$24,700.00 ","$394,600.00 ","$296,000.00 ","$4,700,000.00 ","200,000",23-Dec-12,nan,nan
626,Linus Tech Tips,"15,600,000","7,172,386,509",Science & Technology,Linus Tech Tips,"6,542",Canada,CA,Tech,802,7,11,"88,224,000","$22,100.00 ","$352,900.00 ","$264,700.00 ","$4,200,000.00 ","100,000",25-Nov-08,56.130366,-106.346771
627,Juliana Baltar,"15,600,000","3,869,457,097",Entertainment,Juliana Baltar,"2,019",Brazil,BR,Entertainment,"2,002",34,140,"56,218,000","$14,100.00 ","$224,900.00 ","$168,700.00 ","$2,700,000.00 ","100,000",9-May-10,-14.235004,-51.92528
628,5-Minute Crafts FAMILY,"15,600,000","6,165,757,696",People & Blogs,5-Minute Crafts FAMILY,"4,245",United States,US,Howto,"1,005",145,21,"27,382,000","$6,800.00 ","$109,500.00 ","$82,100.00 ","$1,300,000.00 ",0,13-Dec-18,37.09024,-95.712891
629,Blippi Espaï¿½ï,"15,500,000","8,984,089,026",People & Blogs,Blippi Espaï¿½ï,598,Mexico,MX,Education,538,24,32,"90,012,000","$22,500.00 ","$360,000.00 ","$270,000.00 ","$4,300,000.00 ","100,000",13-Jan-17,23.634501,-102.552784
630,Super Senya,"15,500,000","5,070,970,714",Entertainment,Super Senya,0,NA,NA,NA,"4,057,944",NA,NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,27-Jul-17,nan,nan
631,Katakit Baby TV,"15,500,000","6,386,271,870",Music,Katakit Baby TV,220,Saudi Arabia,SA,Music,954,4,122,"90,914,000","$22,700.00 ","$363,700.00 ","$272,700.00 ","$4,400,000.00 ","200,000",26-Jul-10,23.885942,45.079162
632,Infobells Bangla,"15,500,000","7,776,706,184",Education,Infobells Bangla,359,India,IN,Education,687,98,32,"167,888,000","$42,000.00 ","$671,600.00 ","$503,700.00 ","$8,100,000.00 ","300,000",13-Jun-16,20.593684,78.96288
633,ýýýýýýýý ýý ýýýýýýýý,"15,500,000","8,265,129,639",Shows,ýýýýýýýý ýý ýýýýýýýý,"1,021",Saudi Arabia,SA,Film,619,4,33,"135,036,000","$33,800.00 ","$540,100.00 ","$405,100.00 ","$6,500,000.00 ","300,000",16-May-17,23.885942,45.079162
634,Henrique e Juliano,"15,500,000","14,619,523,361",Music,Henrique e Juliano,325,Brazil,BR,Music,236,35,123,"163,678,000","$40,900.00 ","$654,700.00 ","$491,000.00 ","$7,900,000.00 ",0,27-Jun-09,-14.235004,-51.92528
635,Mr DegrEE,"15,500,000","12,880,388,253",Science & Technology,MrDegree,0,United States,US,Entertainment,"4,057,944","5,048","4,453",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10,2-Mar-16,37.09024,-95.712891
636,Kashvi Adlakha,"15,500,000","12,714,141,740",Entertainment,Kashvi Adlakha,"1,525",India,IN,Entertainment,300,99,141,"139,123,000","$34,800.00 ","$556,500.00 ","$417,400.00 ","$6,700,000.00 ","200,000",9-Apr-17,20.593684,78.96288
637,Talking Tom & Friends,"15,500,000","6,396,049,701",Entertainment,Talking Tom & Friends,417,United States,US,Film,956,146,34,"27,375,000","$6,800.00 ","$109,500.00 ","$82,100.00 ","$1,300,000.00 ",0,14-Oct-10,37.09024,-95.712891
638,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,"15,500,000","4,499,826,716",Howto & Style,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,"5,183",Egypt,EG,Howto,"1,597",1,22,"32,916,000","$8,200.00 ","$131,700.00 ","$98,700.00 ","$1,600,000.00 ","100,000",8-Dec-17,26.820553,30.802498
639,Harsh Beniwal,"15,400,000","1,781,226,000",Comedy,Harsh Beniwal,165,India,IN,Comedy,"5,724",100,27,"27,963,000","$7,000.00 ","$111,900.00 ","$83,900.00 ","$1,300,000.00 ","100,000",6-May-15,20.593684,78.96288
640,FFUNTV,"15,400,000","11,513,738,907",Gaming,FFUNTV,379,United Arab Emirates,AE,Entertainment,349,6,141,"80,172,000","$20,000.00 ","$320,700.00 ","$240,500.00 ","$3,800,000.00 ","200,000",18-Jul-18,23.424076,53.847818
641,Mobile Legends: Bang Bang,"15,400,000","1,543,608,082",Gaming,Mobile Legends: Bang Bang,"1,647",United States,US,Games,"6,793",147,45,"55,369,000","$13,800.00 ","$221,500.00 ","$166,100.00 ","$2,700,000.00 ","100,000",14-Jul-16,37.09024,-95.712891
642,Roman Atwood Vlogs,"15,400,000","5,469,103,954",People & Blogs,Roman Atwood Vlogs,"1,756",United States,US,People,"1,201",147,42,"1,583,000",$396.00 ,"$6,300.00 ","$4,700.00 ","$76,000.00 ",0,12-Aug-13,37.09024,-95.712891
643,Mrwhosetheboss,"15,400,000","3,736,069,980",Science & Technology,Mrwhosetheboss,"1,577",United Kingdom,GB,Tech,"2,083",24,12,"167,697,000","$41,900.00 ","$670,800.00 ","$503,100.00 ","$8,000,000.00 ","400,000",20-Apr-11,55.378051,-3.435973
644,Genierock,"15,400,000","14,564,170,905",Music,Genierock,"1,725",Thailand,TH,Music,239,11,124,"82,798,000","$20,700.00 ","$331,200.00 ","$248,400.00 ","$4,000,000.00 ","100,000",9-Mar-08,15.870032,100.992541
645,zayn,"15,400,000","4,909,687,948",Music,zayn,21,United States,US,Music,"1,401",147,124,"36,790,000","$9,200.00 ","$147,200.00 ","$110,400.00 ","$1,800,000.00 ","100,000",26-Jan-16,37.09024,-95.712891
646,KerajiNA 5-Menit,"15,400,000","4,750,420,071",People & Blogs,KerajiNA 5-Menit,"4,186",Indonesia,ID,Howto,"1,461",23,23,"19,740,000","$4,900.00 ","$79,000.00 ","$59,200.00 ","$947,500.00 ",0,21-Nov-18,-0.789275,113.921327
647,FC Barcelona,"15,300,000","2,656,528,205",Sports,FC Barcelona,"10,988",Spain,ES,Sports,"3,356",11,9,"84,867,000","$21,200.00 ","$339,500.00 ","$254,600.00 ","$4,100,000.00 ","200,000",6-Feb-06,40.463667,-3.74922
648,Dave and Ava - Nursery Rhymes and Baby Songs,"15,300,000","10,714,145,606",Education,Dave and Ava - Nursery Rhymes and Baby Songs,851,United States,US,Education,390,148,33,"77,053,000","$19,300.00 ","$308,200.00 ","$231,200.00 ","$3,700,000.00 ",0,4-Dec-14,37.09024,-95.712891
649,LOKESH GAMER,"15,300,000","1,640,078,055",Gaming,LOKESH GAMER,"1,397",India,IN,Games,"6,356",101,46,"5,920,000","$1,500.00 ","$23,700.00 ","$17,800.00 ","$284,200.00 ",0,16-Nov-17,20.593684,78.96288
650,ILYA BORZOV,"15,300,000","9,938,811,455",People & Blogs,ILYA BORZOV,"2,175",Russia,RU,People,441,8,42,"475,565,000","$118,900.00 ","$1,900,000.00 ","$1,400,000.00 ","$22,800,000.00 ","800,000",1-Apr-21,61.52401,105.318756
651,Mazhavil Manorama,"15,300,000","16,545,966,132",Entertainment,Mazhavil Manorama,"87,864",India,IN,Entertainment,175,100,142,"361,483,000","$90,400.00 ","$1,400,000.00 ","$1,100,000.00 ","$17,400,000.00 ","300,000",31-Oct-11,20.593684,78.96288
652,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"15,200,000","857,725,714",People & Blogs,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,194,India,IN,Film,"13,929",100,35,"65,380,000","$16,300.00 ","$261,500.00 ","$196,100.00 ","$3,100,000.00 ","1,300,000",15-Oct-17,20.593684,78.96288
653,The MriDul,"15,200,000","4,503,880,875",Comedy,The MriDul,106,India,IN,Comedy,"1,593",102,28,"98,329,000","$24,600.00 ","$393,300.00 ","$295,000.00 ","$4,700,000.00 ","200,000",14-Mar-15,20.593684,78.96288
654,Niana Guerrero,"15,200,000","1,491,452,935",Entertainment,Niana Guerrero,443,Philippines,PH,Entertainment,"7,153",6,144,"9,980,000","$2,500.00 ","$39,900.00 ","$29,900.00 ","$479,000.00 ",0,11-Apr-13,12.879721,121.774017
655,SRK MUSIC,"15,200,000","6,391,679,636",Music,SRK MUSIC,"5,056",India,IN,Music,955,102,126,"57,809,000","$14,500.00 ","$231,200.00 ","$173,400.00 ","$2,800,000.00 ","200,000",16-Mar-12,20.593684,78.96288
656,Sony LIV,"15,200,000","7,151,683,497",Entertainment,Sony LIV,"11,099",India,IN,Entertainment,794,102,144,"210,909,000","$52,700.00 ","$843,600.00 ","$632,700.00 ","$10,100,000.00 ","300,000",2-May-14,20.593684,78.96288
657,T-Series Hamaar Bhojpuri,"15,200,000","7,564,652,648",Entertainment,T-Series Hamaar Bhojpuri,"9,862",India,IN,Music,728,101,125,"105,978,000","$26,500.00 ","$423,900.00 ","$317,900.00 ","$5,100,000.00 ","200,000",1-Nov-11,20.593684,78.96288
658,Oyuncak Avï¿,"15,200,000","8,333,387,785",Entertainment,Oyuncak Avï¿,654,Turkey,TR,Entertainment,615,5,144,"4,427,000","$1,100.00 ","$17,700.00 ","$13,300.00 ","$212,500.00 ",0,29-Dec-14,38.963745,35.243322
659,CNN,"15,200,000","14,198,154,095",News & Politics,CNN,"160,405",United States,US,News,247,148,16,"187,006,000","$46,800.00 ","$748,000.00 ","$561,000.00 ","$9,000,000.00 ","100,000",2-Oct-05,37.09024,-95.712891
660,NDTV India,"15,200,000","6,624,168,155",News & Politics,NDTV India,"91,704",India,IN,News,900,101,16,"49,662,000","$12,400.00 ","$198,600.00 ","$149,000.00 ","$2,400,000.00 ","100,000",19-Jan-08,20.593684,78.96288
661,It's Mamix,"15,100,000","1,777,072,487",People & Blogs,It's Mamix,210,United States,US,People,"5,778",150,44,"15,984,000","$4,000.00 ","$63,900.00 ","$48,000.00 ","$767,200.00 ",0,1-Feb-17,37.09024,-95.712891
662,Kim Loaiza,"15,100,000","1,576,633,086",Music,Kim Loaiza,18,NA,NA,Music,"6,655",NA,127,"26,053,000","$6,500.00 ","$104,200.00 ","$78,200.00 ","$1,300,000.00 ","100,000",18-Jan-19,nan,nan
663,Daftar Populer,"15,100,000","2,143,140,898",Education,Daftar Populer,"3,810",Indonesia,ID,Entertainment,"4,520",24,144,"17,231,000","$4,300.00 ","$68,900.00 ","$51,700.00 ","$827,100.00 ","100,000",16-Jan-17,-0.789275,113.921327
664,Musas,"15,100,000","2,400,037,562",Howto & Style,Jordi Sala,159,Andorra,AD,People,"3,889,418",504,"7,615",86,$0.00 ,$0.30 ,$0.30 ,$4.00 ,0,12-Mar-06,nan,nan
665,Ranz Kyle,"15,100,000","1,760,131,384",People & Blogs,Ranz Kyle,533,Philippines,PH,Entertainment,"5,849",7,145,"12,376,000","$3,100.00 ","$49,500.00 ","$37,100.00 ","$594,000.00 ",0,27-Apr-08,12.879721,121.774017
666,PowerfulJRE,"15,100,000","3,060,202,847",People & Blogs,PowerfulJRE,"1,037",United States,US,People,"2,796",149,43,"43,409,000","$10,900.00 ","$173,600.00 ","$130,200.00 ","$2,100,000.00 ","200,000",12-Jan-13,37.09024,-95.712891
667,Mariale,"15,100,000","2,761,547,758",Howto & Style,Mariale,"2,618",United States,US,Entertainment,"3,241",150,145,"11,956,000","$3,000.00 ","$47,800.00 ","$35,900.00 ","$573,900.00 ",0,6-Jan-10,37.09024,-95.712891
668,Makiman131,"15,100,000","4,236,036,141",Gaming,Makiman131,"2,997",Spain,ES,Entertainment,"1,760",12,145,"5,972,000","$1,500.00 ","$23,900.00 ","$17,900.00 ","$286,600.00 ",0,12-Feb-13,40.463667,-3.74922
669,Hongyu ASMR ï¿½ï¿½,"15,100,000","4,967,784,343",People & Blogs,Hongyu ASMR ï¿½ï¿½ï,1,NA,NA,People,"4,057,925",NA,"7,694",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,16-Mar-21,nan,nan
670,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"15,100,000","5,324,913,850",People & Blogs,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,753,Egypt,EG,Entertainment,"1,242",2,145,"46,060,000","$11,500.00 ","$184,200.00 ","$138,200.00 ","$2,200,000.00 ","100,000",31-Oct-14,26.820553,30.802498
671,EdisonPts,"15,100,000","6,668,507,856",Gaming,EdisonPts,"3,733",Russia,RU,Games,894,10,47,"95,603,000","$23,900.00 ","$382,400.00 ","$286,800.00 ","$4,600,000.00 ","100,000",24-Jun-13,61.52401,105.318756
672,BIGBANG,"15,100,000","7,857,371,770",Music,BIGBANG,776,South Korea,KR,Music,680,13,127,"40,806,000","$10,200.00 ","$163,200.00 ","$122,400.00 ","$2,000,000.00 ",0,10-Oct-05,35.907757,127.766922
673,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"15,100,000","9,477,021,288",Comedy,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,921,Argentina,AR,Comedy,491,13,28,"512,343,000","$128,100.00 ","$2,000,000.00 ","$1,500,000.00 ","$24,600,000.00 ","700,000",2-Aug-16,-38.416097,-63.616672
674,ABS-CBN News,"15,100,000","10,489,367,372",News & Politics,ABS-CBN News,"209,520",Philippines,PH,News,404,7,17,"181,644,000","$45,400.00 ","$726,600.00 ","$544,900.00 ","$8,700,000.00 ","100,000",22-Oct-09,12.879721,121.774017
675,Chapitosiki,"15,100,000","13,897,932,103",Entertainment,Chapitosiki,"2,717",Russia,RU,Entertainment,256,9,143,"713,509,000","$178,400.00 ","$2,900,000.00 ","$2,100,000.00 ","$34,200,000.00 ","700,000",24-Jan-20,61.52401,105.318756
676,AdeleVEVO,"15,100,000","12,413,869,881",Music,AdeleVEVO,52,United Kingdom,GB,Music,309,25,127,"84,750,000","$21,200.00 ","$339,000.00 ","$254,300.00 ","$4,100,000.00 ","100,000",15-Oct-09,55.378051,-3.435973
677,MoreAliA,"15,000,000","4,352,427,049",Gaming,MoreAliA,"2,324",United Kingdom,GB,Games,"1,663",25,47,"250,995,000","$62,700.00 ","$1,000,000.00 ","$753,000.00 ","$12,000,000.00 ","600,000",6-May-13,55.378051,-3.435973
678,Chetan Monga Vlogs,"15,000,000","9,924,103,188",People & Blogs,Chetan Monga Vlogs,899,India,IN,People,457,104,45,"113,572,000","$28,400.00 ","$454,300.00 ","$340,700.00 ","$5,500,000.00 ","400,000",17-Aug-14,20.593684,78.96288
679,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"15,000,000","8,897,705,695",Entertainment,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,795,Brazil,BR,Education,548,36,34,"145,478,000","$36,400.00 ","$581,900.00 ","$436,400.00 ","$7,000,000.00 ",0,26-Jan-18,-14.235004,-51.92528
680,League of Legends,"15,000,000","7,159,750,970",Gaming,League of Legends,"1,362",United States,US,Games,805,151,48,"43,133,000","$10,800.00 ","$172,500.00 ","$129,400.00 ","$2,100,000.00 ",0,9-Feb-09,37.09024,-95.712891
681,TheRichest,"15,000,000","2,730,879,024",Education,Therichest,0,United States,US,Games,"4,057,944","7,692","7,445",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,25-May-06,37.09024,-95.712891
682,XpressTV,"15,000,000","4,008,801,873",Entertainment,XpressTV,724,Mexico,MX,Entertainment,"1,907",26,146,"33,880,000","$8,500.00 ","$135,500.00 ","$101,600.00 ","$1,600,000.00 ","100,000",17-Nov-14,23.634501,-102.552784
